Entrez Gene Interactor A,Entrez Gene Interactor B
699,145226
1633,22797
1808,51176
1959,29890
1969,51690
2252,29979
22794,2885
3178,22797
22800,7186
22820,5473
2335,23118
2969,23118
23118,5516
23118,7534
8061,23118
8517,23118
23139,6613
23191,6344
23191,9343
2319,64802
23405,5565
23443,8626
8738,23443
23647,8835
2556,27111
2560,58158
27087,6455
2770,80764
2827,51042
50807,2885
2885,51085
29890,7134
3315,29950
7132,29979
4312,30812
3725,57106
64241,4001
4487,64802
50487,5817
50801,9045
51690,5213
51690,6634
51690,7741
51691,6248
55143,8550
55536,7421
55740,5594
7026,80854
10049,51082
10286,25913
10295,51691
10318,10318
10392,30812
27111,10484
64241,10555
10591,29992
10657,25913
10690,81629
10733,30851
10935,10935
10935,26750
57794,11338
11339,81629
140735,5058
23118,80704
25804,51690
25913,29950
27023,84844
83540,27111
29950,80854
64764,51454
80854,55240
113130,11213
113130,59343
113130,84268
91,10956
81,25913
91,6256
2938,2938
6868,7132
1445,916
1445,919
1445,919
5743,5743
5743,5743
5595,4155
5594,4155
7855,4040
7068,6256
5970,1387
6256,8031
6256,8031
5921,2909
5921,10657
2214,6850
6850,2214
5921,2909
5921,10657
25,1796
2885,71
5468,1387
27306,27306
5330,134430
1796,5921
1796,5921
4790,4790
2885,1173
2885,1175
2885,868
2885,6633
5468,10499
5468,10891
7128,7128
7128,330
7128,7186
23133,996
23133,8697
23133,51433
23133,29945
23133,8881
23133,29882
23133,991
991,23133
991,996
991,891
7415,55666
23327,7321
23327,7334
2767,9368
9368,2767
2767,9368
23236,2767
23236,9368
899,51203
5347,701
5347,84861
5347,84861
10273,10273
3091,7428
3065,3091
3091,3065
1910,1908
5468,247
6256,247
2885,6464
10783,10935
10783,5930
10783,6201
10783,998
10783,57763
10783,10935
10783,5930
10783,6201
10783,998
10783,57763
10783,10783
10783,5930
8878,7316
8878,8878
10013,7316
7316,10013
7334,25820
7334,10273
4790,4790
4790,8517
5594,4155
5594,4155
5594,3845
4790,5970
4790,4790
5594,4155
10055,7329
10054,7329
10054,7329
10055,7329
7329,5371
7329,6872
7341,7329
7341,6996
7341,10210
7341,5903
7341,23064
7341,7486
6613,7329
6613,6996
6613,10210
6613,5903
6613,23064
6613,7486
6613,8554
7341,8554
7341,8554
7341,7329
6613,8554
6613,7329
29843,7341
29843,7341
29843,6613
29843,7341
29843,6613
8451,23405
5594,4155
7329,2002
7329,8626
7329,103
330,8737
7186,8737
284654,55366
10273,7322
10273,7323
5743,79139
5743,7415
79139,5743
3725,1387
2033,5468
55824,55824
55824,1445
1445,55824
29843,6613
29843,6613
2322,867
867,2322
867,2322
7341,7329
1499,1994
1994,5743
1499,5743
1994,5743
1499,5743
51162,4853
51162,4855
9125,207
9125,207
815,3674
54512,55627
54512,9569
54512,9019
51010,56915
51010,513
11340,1112
51013,54512
51678,83658
51678,1785
57819,6635
57819,6633
27258,57819
27258,51691
27258,7508
25804,51691
25804,51690
23658,51690
23658,6636
23658,27258
11157,23658
11157,51690
11157,27258
51690,23658
51690,25804
51691,57819
51691,25804
51691,4524
51691,29926
3184,54512
3184,1938
3184,378
3184,6520
3184,5604
3184,7290
3184,975
3184,823
3184,10998
3184,28989
3184,79176
3184,80781
3184,91949
3184,5498
3184,1508
3184,5192
3184,7384
3184,10935
3184,6388
3184,26229
27258,23658
27258,11157
11157,51691
51690,57819
51690,27258
51691,51690
54512,51010
11340,51013
11340,51010
11340,56915
11340,5394
56915,51013
56915,51010
56915,5394
5394,54512
56915,11340
56915,23658
56915,9388
56915,23225
56915,5441
5394,10856
5394,6120
5394,3931
26019,6201
26019,11331
26019,3875
26019,7280
26019,483
26019,3688
26019,811
26019,1877
26019,3104
26019,11077
26019,7298
26019,4282
26019,6194
26019,1535
26019,79682
26019,10554
26019,7136
54512,5394
51013,56915
5394,11340
26019,11340
11340,11340
51010,11340
23658,11157
51691,27258
11340,7538
51013,11340
51691,11157
26019,7538
57819,5394
51691,5394
26019,5394
26019,51013
51690,11157
26019,23517
8517,7187
57506,7187
3725,22924
3725,55212
3727,10096
4929,9031
5092,351
865,5862
3725,351
3727,8604
4602,26019
4790,51678
4087,10376
4087,5763
4087,6647
4087,6857
4087,3725
387,4087
10659,5743
1994,5743
1994,10659
1994,1994
1994,10659
10659,1994
7329,3065
1080,9368
2322,2322
9536,9536
7428,6651
7428,6144
7428,6210
7428,6520
7428,832
7428,10314
7428,11335
10159,10159
23236,23236
6733,11338
6733,7307
6733,8761
6733,11338
1432,1938
1432,1432
1432,9261
1432,7867
1432,23363
1432,4150
1432,8569
1432,4703
1024,9968
1024,29079
1024,10001
1024,112950
1024,9442
1024,9477
1024,1024
1019,1029
1019,1031
1019,8621
22858,29894
22858,5707
22858,23511
9149,1029
9149,1387
9149,2033
9149,6497
9149,5825
9149,55740
9149,1642
9149,10943
9149,84148
6733,23524
6733,6733
6733,6632
6733,9775
6733,6625
6733,1665
6733,7307
6733,6631
6733,6431
6733,5930
6733,26986
6733,6427
6733,3183
6733,9939
6733,4116
6733,9414
6733,11338
6733,8761
6733,51747
8444,6653
6732,23524
6732,9775
6732,7307
6732,26986
6732,6427
6732,3183
6732,9939
6732,4116
6792,6792
5595,5594
5595,5595
5595,6196
5595,1725
51701,3837
51701,51701
51701,5903
51701,85456
51701,6497
51701,7090
51701,9738
51701,7227
51701,22941
983,983
983,890
983,1163
983,891
983,1164
2932,2932
2932,1499
5594,6300
5594,5594
5594,5595
5594,6196
5594,6197
225689,6300
225689,4057
1025,1025
1025,904
1025,905
1025,4299
1025,51755
5601,5602
5601,5601
5601,1850
5601,284217
5602,5602
5602,7430
5602,3615
5600,1432
5600,9261
5600,7867
5600,23363
5600,8569
5600,9820
6733,6628
225689,8912
9149,890
1024,90390
6733,10212
1019,1032
6733,11052
6733,6651
6732,6651
5594,3146
5600,94134
9149,9524
9149,3837
9149,10273
6733,8621
6732,11338
1432,8237
9149,8237
5602,1655
6732,9414
6733,1112
6733,8794
6733,8573
6733,10095
6733,7091
6733,9406
6733,10298
6733,25
6733,3183
6733,6625
6733,2071
6733,5684
6733,5725
6733,2960
6733,23468
6733,1195
6733,2257
6733,6428
6733,6426
6733,5562
6733,10495
6733,11066
6733,54457
6733,8550
6733,94134
6733,10523
6733,112398
6733,221120
6733,7443
6733,8479
6733,23580
6733,2036
6733,10762
6733,4733
6733,10767
6733,9939
6732,8794
6732,5170
6732,9406
6732,10298
6732,2064
6732,5216
6732,6625
6732,3178
6732,3915
6732,7421
6732,2321
6732,5434
6732,2042
6732,23468
6732,1195
6732,3984
6732,6300
6732,2257
6732,64963
6732,6428
6732,6426
6732,6431
6732,2273
6732,5939
6732,1432
6732,1848
6732,10713
6732,8550
6732,94134
6732,10523
6732,79576
6732,84545
6732,221120
6732,8479
6732,64426
6732,55796
6732,53405
6732,51765
6732,10602
6732,23092
6732,6795
6732,10767
6732,9939
5742,5743
5743,5742
6271,151056
6271,488
6271,2697
6271,5837
9261,5600
5600,9261
1432,207
3315,207
207,1432
207,3315
207,9261
9261,1432
9261,3315
9261,207
26027,26027
56413,10048
56413,10048
1585,1585
5737,5737
5743,2033
4790,4790
4790,5970
5743,5743
9970,6256
4883,4879
4883,4880
92,27302
659,27302
93,27302
3778,3778
4843,4843
9261,1432
9261,1432
5608,1432
5608,9261
54331,10672
4311,4311
4843,4843
4879,4883
2053,2053
59272,59272
5518,207
5170,207
154,51528
11251,51528
51528,5702
26234,8454
4734,4734
9970,6256
331,331
9970,6256
26270,2
26270,249
26270,445
26270,22948
26270,10694
26270,8533
26270,1374
26270,1973
26270,2058
26270,3480
26270,3675
26270,3897
26270,84061
26270,5213
26270,5702
26270,6240
26270,6576
26270,5250
26270,6950
26270,9319
26270,7534
26270,54507
26270,103
26270,175
26270,375
26270,378
26270,9181
26270,25820
26270,8703
26270,821
26270,4076
26270,10576
26270,11140
26270,8318
26270,983
26270,51148
26270,9793
26270,1207
26270,1213
26270,80781
26270,1312
26270,1315
26270,9276
26270,10987
26270,10920
26270,1508
26270,1537
26270,1615
26270,1655
26270,1665
26270,1785
26270,8661
26270,3646
26270,8665
26270,9775
26270,5169
26270,27248
26270,7430
26270,2222
26270,2235
26270,23464
26270,2639
26270,59345
26270,2873
26270,2969
26270,3099
26270,3181
26270,3191
26270,3376
26270,3386
26270,10642
26270,93185
26270,3674
26270,143888
26270,3837
26270,3953
26270,4000
26270,4012
26270,10128
26270,4052
26270,4074
26270,5609
26270,4144
26270,4704
26270,4720
26270,374291
26270,55746
26270,23165
26270,8021
26270,79902
26270,9688
26270,10956
26270,23659
26270,5347
26270,23509
26270,5431
26270,5537
26270,5551
26270,5591
26270,5627
26270,10594
26270,5631
26270,5684
26270,5685
26270,5705
26270,5709
26270,5713
26270,5742
26270,5795
26270,5880
26270,5985
26270,89941
26270,6117
26270,6141
26270,6161
26270,6128
26270,6181
26270,6204
26270,6188
26270,6191
26270,6193
26270,6194
26270,6201
26270,6203
26270,8607
26270,55681
26270,1992
26270,23451
26270,10992
26270,23450
26270,6426
26270,8402
26270,8604
26270,79751
26270,293
26270,10592
26270,9126
26270,10051
26270,23020
26270,60559
26270,10558
26270,64216
26270,7036
26270,100287932
26270,10131
26270,10376
26270,7991
26270,64852
26270,55757
26270,7368
26270,7417
26270,7419
26270,27183
26270,71
26270,476
26270,832
26270,10575
26270,10574
26270,3329
26270,3178
26270,3190
26270,3326
26270,3611
26270,3832
26270,10856
26270,1468
26270,6711
26270,23012
26270,6737
26270,84790
26270,203068
26270,347733
26270,10382
26270,27175
26270,7431
26270,79084
51379,81704
51379,6633
81704,51379
9113,445
9113,22994
9113,9738
9113,116840
9113,10207
9113,26524
9113,8994
9113,8481
9113,9414
26524,5832
26524,51433
26524,51433
26524,22994
26524,9532
26524,9738
26524,55835
26524,116840
26524,1499
26524,9820
26524,23085
26524,10207
26524,10207
26524,26524
26524,3954
26524,8994
26524,8994
26524,9361
26524,375056
26524,4301
26524,55233
26524,55233
26524,4853
26524,8481
26524,10298
26524,5351
26524,10687
26524,8500
26524,5518
26524,5520
26524,9462
26524,10580
26524,84260
26524,7082
26524,9414
26524,7280
26524,84617
55233,51379
55233,81704
55233,667
55233,9113
55233,9113
55233,26524
55233,26524
55233,5537
55233,5537
55233,23012
55233,57187
5499,10413
5537,9181
5537,3476
5537,5591
5537,261726
5537,84617
6801,5518
6801,8428
6801,29966
29966,1499
29966,112939
29966,55872
29966,8428
29966,6801
9414,5351
9414,7082
10413,8289
10413,57492
10413,93974
10413,283149
10413,10207
10413,10207
10413,9113
10413,4771
10413,5499
10413,9351
10413,6602
10413,9414
10413,23558
10413,7534
4512,4513
9266,382
9388,9388
9388,9388
165918,23028
23028,165918
7132,8737
7415,23291
11073,9656
11073,71
11073,1642
11073,10051
10617,7316
11104,55031
55031,11104
11104,10273
10273,11104
25842,8290
7341,5743
5595,5743
5743,2033
284654,55366
51529,996
51529,29882
51529,8697
51529,8881
57520,3619
57520,4733
57520,293
57520,79017
57520,996
57520,10436
57520,11113
57520,81620
57520,8697
57520,55740
57520,29941
57520,55971
57520,55929
57520,55666
57520,5442
57520,89777
57520,283489
57520,2074
57520,808
57520,9524
57520,991
57520,5885
57520,1994
57520,7283
57520,6732
57520,29945
57520,23523
57520,51144
57520,2932
57520,10847
57520,4297
57520,4001
57520,3912
57520,7837
57520,5689
57520,10298
57520,22938
57520,26276
57520,7756
57520,11335
57520,4150
57520,8175
57520,51433
57520,301
57520,8881
57520,9425
57520,6045
57520,230
57520,9968
57520,26065
57520,10940
57520,1111
57520,56848
57520,134430
57520,27332
57520,51495
57520,378
57520,57062
57520,56259
57520,25904
57520,5592
57520,1072
57520,8900
57520,8812
57520,54205
57520,23191
57520,22944
57520,5431
57520,5930
57520,8667
57520,832
57520,10844
57520,10426
57520,92105
57520,3915
57520,2182
57520,29926
57520,23173
57520,4204
57520,23499
57520,4090
57520,55233
57520,81929
57520,10755
57520,8799
57520,10478
57520,3295
57520,84148
57520,5688
57520,5691
57520,10419
57520,29890
57520,6668
57520,4799
57520,7249
57520,9100
57520,8089
57520,23144
10131,1973
10131,6223
142,6143
142,6696
142,4097
142,7975
142,25
142,6157
142,9045
142,203068
142,10212
142,11232
142,5886
4097,142
142,4097
7329,7187
7329,7187
7329,7187
7187,7329
958,7187
10413,5604
10425,10425
25820,8454
25820,8454
25820,25820
7046,10048
10048,7046
10048,7046
7046,10048
57761,207
1317,9973
284654,55366
7316,55054
7316,55054
115201,60673
8878,3091
56893,2697
2697,56893
8878,10013
10013,8878
867,7322
8454,10395
8453,10395
8452,10395
8451,10395
10395,8451
10395,1642
10193,2011
2011,10193
26234,8454
3559,9146
5515,3476
79892,4175
4790,5970
5970,4790
9025,9656
207,2932
1029,10277
1029,83844
1029,84790
1029,10383
1029,203068
1029,6628
1029,10856
1029,22915
1029,3183
1029,3308
1029,3326
1029,2042
1029,1938
1029,4175
1029,47
1029,81
1029,71
1029,3181
1164,3945
1164,11140
1164,891
1164,8900
1164,983
1163,3945
1163,983
1163,8900
1163,6742
1163,11140
1163,8454
26524,3326
9113,3326
963,975
659,655
545,1111
9051,1785
9322,1785
9212,3619
9212,55143
9212,55143
10142,23028
22893,23028
8548,23028
8548,55170
651,23028
651,55170
23476,23210
387357,55170
8697,23028
113130,23028
91687,23210
80321,23028
1195,10419
51379,23028
1616,10498
54801,23028
152273,23210
126626,23028
57822,10419
57822,55170
115106,23028
79441,23028
10042,23210
3550,23028
84289,10419
57508,23028
23028,23028
64147,55170
3801,23028
51274,23028
3872,23028
23209,23028
23209,55170
4771,23028
7376,23028
7182,23028
4938,55170
11339,23028
5191,23028
5191,55170
11284,23028
5465,56341
5558,23028
56341,56341
5717,55170
5879,55170
8767,55818
8767,3275
10992,23028
10569,23028
10569,23210
10569,10419
10569,55170
4093,23028
4093,55170
6602,23028
6602,55170
11267,23028
11267,55170
6999,23028
6999,55170
7126,23028
7139,23028
57761,10419
7248,23028
7248,55170
7307,23210
7329,10498
51377,23028
7428,56341
7534,10419
58491,23028
5588,5588
3001,3308
3091,7428
3091,54583
6929,7867
6929,9261
5330,9351
10915,3190
10915,3192
10915,10291
10915,8175
10915,10946
10915,23451
10915,10992
10915,23450
10915,6421
10915,11338
10915,23476
10915,23191
4734,5431
4734,5432
4734,5434
4734,11128
4734,8607
4734,8289
4734,29894
4734,3190
4734,3191
4734,3192
4734,10594
4734,2058
4734,4734
4734,23558
51741,5431
51741,10915
51741,29894
51741,79869
51741,3190
51741,26986
51741,10291
51741,23451
51741,23450
51741,6421
51741,55339
51741,23558
10095,16
10055,16
6449,10449
5537,47
51593,47
8880,48
81,87
7415,81
10095,10097
811,10097
1725,10097
29904,10097
10097,10096
10095,10096
10109,10096
60681,10096
4659,10096
6455,10096
5702,11047
5704,11047
5705,11047
5707,11047
5717,11047
5709,11047
5713,11047
5714,11047
6227,11047
51377,11047
9532,79026
230,226
56647,223
2664,223
1176,26985
5684,26985
5685,26985
5689,26985
5691,26985
2318,1176
10051,1176
7168,55198
1314,372
22820,372
22818,372
7090,372
528,27236
7257,27236
10413,27236
27131,23647
1725,25820
10938,10425
9060,10425
10093,10095
811,10095
1725,10095
27250,10095
7341,10095
10097,10109
10095,10109
60491,10109
4659,10109
5528,10109
6455,10109
7341,10109
10097,10093
10096,10093
10109,10093
60681,10093
10130,10093
6119,10093
7341,10093
3692,439
10856,439
51765,440
4643,440
5048,440
9601,440
5757,440
8428,440
1155,440
7414,440
823,445
1977,445
2937,445
4597,445
10135,445
5184,445
9474,55054
528,10533
5516,10533
1400,526
5139,526
9632,526
5184,56647
23193,701
29904,811
6119,811
56647,823
1977,823
3692,823
5184,823
5198,823
9368,823
11124,10498
6829,10498
10987,831
8451,831
2036,831
5687,831
5691,831
22948,10576
10694,10576
10576,7203
10575,7203
1314,7203
151987,7203
6950,7203
10574,10575
10574,22948
10576,10574
7203,10574
22948,10694
10574,10694
11054,11140
7168,11140
71,1029
3692,1072
1633,54108
7389,54108
1676,1152
1738,1152
1938,1152
23071,1152
3945,1152
9368,1152
1155,1152
11235,1207
51095,1207
23071,1265
8880,1265
11235,1265
3875,23019
9276,1314
372,1315
22820,1315
22818,1315
7090,1315
22820,9276
7090,22820
10987,8533
10920,8533
2036,8533
2036,10987
51593,10920
1314,22818
9276,22818
22820,22818
7090,22818
1400,57175
9406,57175
1653,8531
8892,8531
9669,8531
23499,8531
10486,1459
1400,8454
7812,8454
4659,8454
7360,8454
526,8453
23193,51076
9521,1615
1965,1615
6144,1615
6157,1615
11335,1633
1778,1653
1781,1653
23644,1653
8892,1653
9208,1653
2936,10212
6611,10212
10910,10212
60681,1655
10979,1676
6197,1676
6119,1725
10055,1725
26986,1665
5500,1665
526,7812
5139,7812
9632,7812
445,1738
5184,1738
27236,10059
528,10059
3337,1808
25820,1810
10095,1810
55666,1810
7337,1810
1781,1778
83658,1781
5705,1781
5714,1781
6231,1781
8892,23644
10146,23644
1965,9521
6141,9521
823,1938
2936,1938
16,29904
1890,1938
2960,9343
11328,10938
11235,10938
8894,1965
9521,1968
1965,1968
1781,8661
8667,8661
6204,8661
6206,8661
6222,8661
6228,8661
6231,8661
6188,8661
8661,3646
8667,3646
6204,3646
6206,3646
6222,3646
6223,3646
6187,3646
6228,3646
6188,3646
16,9775
55666,9775
6727,9775
1676,3692
1977,3692
5536,3692
10762,2036
23649,2036
998,2058
9208,2058
10979,23071
11328,7430
10007,7430
11235,7430
10767,55215
2633,10979
5198,10979
6632,10979
7414,10979
10097,8880
10096,8880
10109,8880
10093,8880
60491,8880
54888,8880
6117,8880
6455,8880
3192,10146
9045,10146
526,23193
7812,23193
5139,23193
8348,2664
5160,84296
3945,2773
22978,10007
51095,10007
29979,10007
